Camera ID,Location Name,Camera Status,Turn on Date,Camera Manufacturer,ATD Location ID,Landmark,Signal Engineer Area,Council District,Jurisdiction,Location Type,Primary St Segment ID,Cross St Segment ID,Primary Street Block,Primary Street,PRIMARY_ST_AKA,Cross Street Block,Cross Street,CROSS_ST_AKA,COA Intersection ID,Modified Date,IP Comm Status,IP Comm Status Date and Time,Published Screenshots,Screenshot Address,Funding,ID,Location
403, SPRINGDALE RD / 12TH ST,TURNED_ON,8/1/2017,Spectra Enhanced,LOC16-002785,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,1200, SPRINGDALE RD,,4100, 12TH ST,,5163550,09/19/2021 06:17:00 PM +0000,ONLINE,07/30/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/403.jpg,1/4 Cent,591a10a120eacf2d16669bd6,POINT (-97.6870193 30.2789841)
405, DEAN KEETON ST / MEDICAL ARTS ST,TURNED_ON,8/15/2017,Advidia,LOC16-000320,,CENTRAL,"1, 9",AUSTIN FULL PURPOSE,ROADWAY,,,818, DEAN KEETON ST,,2900, MEDICAL ARTS ST,,5158913,09/19/2021 06:17:00 PM +0000,ONLINE,04/14/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/405.jpg,1/4 Cent,591a10a120eacf2d16669bda,POINT (-97.7291336 30.2883301)
406, DEAN KEETON ST / SPEEDWAY ,TURNED_ON,2/6/2018,Advidia,LOC16-000270,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,100, DEAN KEETON ST,,2400, SPEEDWAY ,,5157794,09/19/2021 06:17:00 PM +0000,ONLINE,02/07/2018 03:30:00 PM +0000,,https://cctv.austinmobility.io/image/406.jpg,1/4 Cent,591a10a120eacf2d16669bdc,POINT (-97.7368088 30.2894573)
407, DEAN KEETON ST / WICHITA ST,TURNED_ON,6/7/2018,Advidia,LOC16-000260,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,100, DEAN KEETON ST,,2600, WICHITA ST,,5157607,09/19/2021 06:17:00 PM +0000,ONLINE,06/08/2018 08:30:00 AM +0000,,https://cctv.austinmobility.io/image/407.jpg,1/4 Cent,591a10a120eacf2d16669bde,POINT (-97.7379913 30.2895603)
408, DEAN KEETON ST / UNIVERSITY AVE,TURNED_ON,3/13/2018,Advidia,LOC16-000305,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200, DEAN KEETON ST,,2600, UNIVERSITY AVE,,5157439,09/19/2021 06:17:00 PM +0000,ONLINE,08/27/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/408.jpg,1/4 Cent,591a10a220eacf2d16669be0,POINT (-97.7390747 30.2896271)
409, DEAN KEETON ST / WHITIS AVE,TURNED_ON,6/7/2018,Advidia,LOC16-000325,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,300, DEAN KEETON ST,,2600, WHITIS AVE,,5157276,09/19/2021 06:17:00 PM +0000,ONLINE,06/08/2018 08:30:00 AM +0000,,https://cctv.austinmobility.io/image/409.jpg,1/4 Cent,591a10a220eacf2d16669be2,POINT (-97.7402496 30.2897549)
416, PARMER LN / MC CALLEN PASS,TURNED_ON,2/5/2018,Advidia,LOC16-003655,,NORTHEAST,7,AUSTIN FULL PURPOSE,ROADWAY,,,101, PARMER LN,,13013, MC CALLEN PASS,,5165394,09/19/2021 06:17:00 PM +0000,ONLINE,06/30/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/416.jpg,1/4 Cent,591a10a220eacf2d16669bf0,POINT (-97.6639328 30.4052601)
417, AMHERST DR / PARMER LN,TURNED_ON,2/13/2018,Advidia,LOC16-004860,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,12416, AMHERST DR,,3900, PARMER LN,,5160219,09/19/2021 06:17:00 PM +0000,OFFLINE,08/03/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/417.jpg,1/4 Cent,591a10a220eacf2d16669bf2,POINT (-97.713562 30.4247303)
419, PARMER LN / TAMAYO DR,TURNED_ON,7/20/2017,Spectra Enhanced,LOC16-003330,,NORTHWEST,6,AUSTIN LTD,ROADWAY,,,7700, PARMER LN,,13450, TAMAYO DR,,5154858,09/19/2021 06:17:00 PM +0000,ONLINE,03/03/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/419.jpg,1/4 Cent,591a10a220eacf2d16669bf6,POINT (-97.7527771 30.4559517)
420, PARMER LN / LAKELINE BLVD,TURNED_ON,3/26/2018,Advidia,LOC16-003930,,NORTHWEST,6,AUSTIN FULL PURPOSE,ROADWAY,,,10000, PARMER LN,,10001, LAKELINE BLVD,,5152489,09/19/2021 06:17:00 PM +0000,ONLINE,03/03/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/420.jpg,1/4 Cent,591a10a220eacf2d16669bf8,POINT (-97.7713318 30.4879532)
400, MANOR RD / SUSQUEHANNA LN,TURNED_ON,8/3/2017,Spectra Enhanced,LOC16-003300,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,7001, MANOR RD,,3200, SUSQUEHANNA LN,,5165474,10/26/2021 08:46:00 AM +0000,ONLINE,10/26/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/400.jpg,1/4 Cent,591a10a120eacf2d16669bd0,POINT (-97.6650085 30.3130779)
401, MANOR RD / LOYOLA LN,TURNED_ON,8/3/2017,Spectra Enhanced,LOC16-002405,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,6700, MANOR RD,,3500, LOYOLA LN,,5165345,10/26/2021 08:46:00 AM +0000,ONLINE,10/26/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/401.jpg,1/4 Cent,591a10a120eacf2d16669bd2,POINT (-97.6671524 30.3100624)
421, MC KINNEY FALLS PKWY / WILLIAM CANNON DR,TURNED_ON,9/13/2019,Advidia,LOC16-003835,,SOUTHEAST,2,AUSTIN 2 MILE ETJ,ROADWAY,,,6926, MC KINNEY FALLS PKWY,,7000, WILLIAM CANNON DR,,5159643,09/19/2021 06:17:00 PM +0000,ONLINE,06/12/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/421.jpg,None Identified,591a10a220eacf2d16669bfa,POINT (-97.7258301 30.1632175)
422, WILLIAM CANNON DR / SALT SPRINGS DR,TURNED_ON,6/7/2017,Spectra Enhanced,LOC16-004130,,SOUTHEAST,2,AUSTIN FULL PURPOSE,ROADWAY,,,6311, WILLIAM CANNON DR,,7101, SALT SPRINGS DR,,5158068,09/19/2021 06:17:00 PM +0000,OFFLINE,08/01/2020 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/422.jpg,1/4 Cent,591a10a220eacf2d16669bfc,POINT (-97.7383728 30.1690102)
423, WILLIAM CANNON DR / STONLEIGH PL,TURNED_ON,3/17/2018,Advidia,LOC16-002045,,SOUTHEAST,2,AUSTIN FULL PURPOSE,ROADWAY,,,2300, WILLIAM CANNON DR,,6501, STONLEIGH PL,,5154994,09/19/2021 06:17:00 PM +0000,OFFLINE,10/25/2019 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/423.jpg,None Identified,591a10a220eacf2d16669bfe,POINT (-97.7588806 30.1864319)
424, WILLIAM CANNON DR / WOODHUE DR,TURNED_ON,3/16/2018,Advidia,LOC16-001960,,SOUTHWEST,"5, 2",AUSTIN FULL PURPOSE,ROADWAY,,,1300, WILLIAM CANNON DR,,6605, WOODHUE DR,,5150583,09/19/2021 06:17:00 PM +0000,OFFLINE,05/16/2020 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/424.jpg,None Identified,591a10a220eacf2d16669c00,POINT (-97.7987671 30.2003918)
425, WILLIAM CANNON DR / BECKETT RD,TURNED_ON,3/17/2018,Advidia,LOC16-002125,,SOUTHWEST,8,AUSTIN FULL PURPOSE,ROADWAY,,,5400, WILLIAM CANNON DR,,6807, BECKETT RD,,5145695,09/19/2021 06:17:00 PM +0000,ONLINE,03/24/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/425.jpg,None Identified,591a10a220eacf2d16669c02,POINT (-97.8549728 30.2249718)
426, WILLIAM CANNON DR / BRUSH COUNTRY RD,TURNED_ON,3/16/2018,Advidia,LOC16-002130,,SOUTHWEST,8,AUSTIN FULL PURPOSE,ROADWAY,,,4600, WILLIAM CANNON DR,,6701, BRUSH COUNTRY RD,,5146898,09/19/2021 06:17:00 PM +0000,OFFLINE,03/25/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/426.jpg,None Identified,591a10a220eacf2d16669c04,POINT (-97.8416977 30.2233868)
428, SLAUGHTER LN / TEXAS OAKS DR,TURNED_ON,7/17/2017,Sarix,LOC16-003745,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,1201, SLAUGHTER LN,,9401, TEXAS OAKS DR,,5149245,09/19/2021 06:17:00 PM +0000,OFFLINE,06/21/2020 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/428.jpg,1/4 Cent,591a10a220eacf2d16669c08,POINT (-97.8143845 30.1738815)
431, SLAUGHTER LN / SENDERA MESA DR,TURNED_ON,5/24/2018,Advidia,LOC16-003160,,SOUTHWEST,8,AUSTIN FULL PURPOSE,ROADWAY,,,4500, SLAUGHTER LN,,9201, SENDERA MESA DR,,5145092,09/19/2021 06:17:00 PM +0000,OFFLINE,04/03/2020 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/431.jpg,None Identified,591a10a220eacf2d16669c0e,POINT (-97.8627777 30.1987305)
433, CONGRESS AVE / NELLIE ST,TURNED_ON,2/9/2018,Advidia,LOC16-000690,,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,1200, CONGRESS AVE,,101, NELLIE ST,,5156131,09/19/2021 06:17:00 PM +0000,ONLINE,04/09/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/433.jpg,1/4 Cent,591a10a320eacf2d16669c12,POINT (-97.7486496 30.2522736)
434, 1ST ST / ANNIE ST,TURNED_ON,2/2/2018,Advidia,LOC16-000985,,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,1600, 1ST ST,,601, ANNIE ST,,5155185,09/19/2021 06:17:00 PM +0000,ONLINE,04/09/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/434.jpg,1/4 Cent,591a10a320eacf2d16669c14,POINT (-97.7558212 30.247448)
435, CONGRESS AVE / ANNIE ST,TURNED_ON,2/28/2018,Advidia,LOC16-000870,,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,1700, CONGRESS AVE,,101, ANNIE ST,,5155801,09/19/2021 06:17:00 PM +0000,ONLINE,04/09/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/435.jpg,1/4 Cent,591a10a320eacf2d16669c16,POINT (-97.7509689 30.2460938)
436, 1ST ST / LIVE OAK ST,TURNED_ON,2/2/2018,Advidia,LOC16-000725,,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,2000, 1ST ST,,601, LIVE OAK ST,,5154953,09/19/2021 06:17:00 PM +0000,ONLINE,04/09/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/436.jpg,1/4 Cent,591a10a320eacf2d16669c18,POINT (-97.7576752 30.2444649)
437, CONGRESS AVE / LELAND ST (St. Edwards),TURNED_ON,6/7/2018,Advidia,LOC16-007175,St. Edwards,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,2000, CONGRESS AVE,,100, LELAND ST,,5155677,09/19/2021 06:17:00 PM +0000,OFFLINE,10/07/2020 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/437.jpg,1/4 Cent,591a10a320eacf2d16669c1a,POINT (-97.751915 30.243446)
438, CONGRESS AVE / LA VISTA ST (St. Edwards),TURNED_ON,2/28/2018,Advidia,LOC16-005105,St. Edwards,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,3000, CONGRESS AVE,,101, LA VISTA ST,,5154891,09/19/2021 06:17:00 PM +0000,OFFLINE,10/01/2020 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/438.jpg,1/4 Cent,591a10a320eacf2d16669c1c,POINT (-97.7584152 30.2325363)
439, CONGRESS AVE / ALPINE RD,DESIRED,,,LOC16-006045,,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,3600, CONGRESS AVE,,100, ALPINE RD,,,09/19/2021 06:17:00 PM +0000,NO COMMUNICATION,11/18/2017 11:26:00 PM +0000,,https://cctv.austinmobility.io/image/439.jpg,1/4 Cent,591a10a320eacf2d16669c1e,POINT (-97.7616501 30.2271775)
440, 1ST ST / SOUTH CENTER ST,TURNED_ON,2/28/2018,Advidia,LOC16-004870,,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,3616, 1ST ST,,601, SOUTH CENTER ST,,5157958,09/19/2021 06:17:00 PM +0000,ONLINE,04/11/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/440.jpg,1/4 Cent,591a10a320eacf2d16669c20,POINT (-97.7676616 30.22942948)
442, 1ST ST / EMERALD WOOD DR,TURNED_ON,3/13/2018,Advidia,LOC16-004510,,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,4900, 1ST ST,,601, EMERALD WOOD DR,,5152507,09/19/2021 06:17:00 PM +0000,ONLINE,05/31/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/442.jpg,1/4 Cent,591a10a320eacf2d16669c24,POINT (-97.778511 30.2128639)
443, CONGRESS AVE / STASSNEY LN,TURNED_ON,5/15/2017,Spectra Enhanced,LOC16-002005,,SOUTHWEST,"3, 2",AUSTIN FULL PURPOSE,ROADWAY,,,5536, CONGRESS AVE,,100, STASSNEY LN,,5152923,09/19/2021 06:17:00 PM +0000,ONLINE,04/11/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/443.jpg,1/4 Cent,591a10a320eacf2d16669c26,POINT (-97.77479 30.204942)
446, BRAKER LN / PARKFIELD DR,TURNED_ON,3/15/2018,Advidia,LOC16-002515,,NORTHWEST,"7, 4",AUSTIN FULL PURPOSE,ROADWAY,,,1400, BRAKER LN,,11200, PARKFIELD DR,,5162233,09/19/2021 06:17:00 PM +0000,ONLINE,02/18/2021 09:36:00 AM +0000,,https://cctv.austinmobility.io/image/446.jpg,1/4 Cent,591a10a320eacf2d16669c2c,POINT (-97.6957474 30.3861217)
448, BRAKER LN / KRAMER LN,TURNED_ON,7/5/2017,Spectra Enhanced,LOC16-002250,,NORTHWEST,"7, 4",AUSTIN FULL PURPOSE,ROADWAY,,,2219, BRAKER LN,,2301, KRAMER LN,,5160273,09/19/2021 06:17:00 PM +0000,ONLINE,05/27/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/448.jpg,1/4 Cent,591a10a320eacf2d16669c30,POINT (-97.7140121 30.3908577)
449, AIRPORT BLVD / GUADALUPE ST,TURNED_ON,7/15/2019,Advidia,LOC16-000065,,NORTHEAST,4,AUSTIN FULL PURPOSE,ROADWAY,,,6800, AIRPORT BLVD,,6800, GUADALUPE ST,,5160128,09/19/2021 06:17:00 PM +0000,ONLINE,02/02/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/449.jpg,None Identified,591a10a320eacf2d16669c32,POINT (-97.7169266 30.3339596)
450, AIRPORT BLVD / KOENIG LN SVRD,TURNED_ON,7/18/2019,Advidia,LOC16-000855,,NORTHEAST,4,AUSTIN FULL PURPOSE,ROADWAY,,,5701, AIRPORT BLVD,,733, KOENIG LN SVRD,,5160656,09/23/2021 08:47:00 AM +0000,ONLINE,09/23/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/450.jpg,2016 Bond,591a10a320eacf2d16669c34,POINT (-97.7125473 30.31991)
451, AIRPORT BLVD / 53RD HALF ST,TURNED_ON,7/11/2019,Advidia,LOC16-000850,,NORTHEAST,"4, 9",AUSTIN FULL PURPOSE,ROADWAY,,,5300, AIRPORT BLVD,,800, 53RD HALF ST,,5160439,09/19/2021 06:17:00 PM +0000,ONLINE,04/16/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/451.jpg,None Identified,591a10a320eacf2d16669c36,POINT (-97.7146301 30.3150253)
452, AIRPORT BLVD / ZACH SCOTT ST,TURNED_ON,7/18/2018,Advidia,LOC16-004785,,NORTHEAST,9,AUSTIN FULL PURPOSE,ROADWAY,,,4100, AIRPORT BLVD,,1824, ZACH SCOTT ST,,5161201,09/19/2021 06:17:00 PM +0000,ONLINE,02/28/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/452.jpg,None Identified,591a10a320eacf2d16669c38,POINT (-97.7078781 30.2941189)
453, AIRPORT BLVD / 38TH HALF ST,TURNED_ON,7/25/2019,Advidia,LOC16-000825,,NORTHEAST,"1, 9",AUSTIN FULL PURPOSE,ROADWAY,,,3801, AIRPORT BLVD,,1814, 38TH HALF ST,,5161289,09/19/2021 06:17:00 PM +0000,ONLINE,02/20/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/453.jpg,None Identified,591a10a320eacf2d16669c3a,POINT (-97.7072449 30.2891846)
454, AIRPORT BLVD / MANOR RD,TURNED_ON,8/1/2017,Spectra Enhanced,LOC16-000820,,NORTHEAST,"1, 9",AUSTIN FULL PURPOSE,ROADWAY,,,2241, AIRPORT BLVD,,3000, MANOR RD,,5161390,09/19/2021 06:17:00 PM +0000,OFFLINE,08/28/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/454.jpg,1/4 Cent,591a10a320eacf2d16669c3c,POINT (-97.7063599 30.286293)
455, AIRPORT BLVD / 12TH ST,TURNED_ON,9/13/2019,Advidia,LOC16-000810,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,1200, AIRPORT BLVD,,3250, 12TH ST,,5162046,09/19/2021 06:17:00 PM +0000,ONLINE,02/20/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/455.jpg,None Identified,591a10a320eacf2d16669c3e,POINT (-97.7003326 30.2768612)
456, AIRPORT BLVD / BOLM RD,TURNED_ON,6/7/2017,Advidia,LOC16-000790,,NORTHEAST,3,AUSTIN FULL PURPOSE,ROADWAY,,,1000, AIRPORT BLVD,,5000, BOLM RD,,5162808,09/19/2021 06:17:00 PM +0000,ONLINE,02/20/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/456.jpg,1/4 Cent,591a10a320eacf2d16669c40,POINT (-97.6938629 30.2600937)
458, KOENIG LN / GUADALUPE ST,TURNED_ON,3/10/2018,Advidia,LOC16-000045,,NORTHEAST,4,AUSTIN FULL PURPOSE,ROADWAY,,,600, KOENIG LN,,5510, GUADALUPE ST,,5159393,09/19/2021 06:17:00 PM +0000,ONLINE,01/01/2019 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/458.jpg,1/4 Cent,591a10a320eacf2d16669c45,POINT (-97.7238312 30.3235016)
459, KOENIG LN / WOODROW AVE,TURNED_ON,6/20/2018,Advidia,LOC16-000060,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,1400, KOENIG LN,,5900, WOODROW AVE,,5158454,09/19/2021 06:17:00 PM +0000,ONLINE,07/15/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/459.jpg,1/4 Cent,591a10a320eacf2d16669c47,POINT (-97.7315903 30.3308716)
463, MOPAC EXPY / NORTHLAND DR (East),TURNED_ON,2/28/2018,Advidia,LOC16-002170,East,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,5300, MOPAC EXPY,,3000, NORTHLAND DR,,5155147,09/19/2021 06:17:00 PM +0000,ONLINE,02/20/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/463.jpg,1/4 Cent,591a10a420eacf2d16669c4f,POINT (-97.7537231 30.3355293)
464, BURNET RD / WHITE HORSE TRL,TURNED_ON,7/10/2019,Advidia,LOC16-000405,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,6314, BURNET RD,,2101, WHITE HORSE TRL,,5157237,09/19/2021 06:17:00 PM +0000,ONLINE,02/20/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/464.jpg,2016 Bond,591a10a420eacf2d16669c51,POINT (-97.7392502 30.33848)
465, BURNET RD / ADAMS AVE,TURNED_ON,7/2/2019,Advidia,LOC16-004710,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,5500, BURNET RD,,5600, ADAMS AVE,,5157168,09/19/2021 06:17:00 PM +0000,ONLINE,02/20/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/465.jpg,None Identified,591a10a420eacf2d16669c53,POINT (-97.7398911 30.3300705)
466, BURNET RD / 49TH ST,TURNED_ON,3/14/2018,Advidia,LOC16-000440,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,4900, BURNET RD,,2101, 49TH ST,,5157310,09/19/2021 06:17:00 PM +0000,ONLINE,02/20/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/466.jpg,1/4 Cent,591a10a420eacf2d16669c55,POINT (-97.7392273 30.3198566)
467, BURNET RD / NORTHCROSS DR,TURNED_ON,7/9/2019,Advidia,LOC16-000450,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,7600, BURNET RD,,7601, NORTHCROSS DR,,5158100,09/19/2021 06:17:00 PM +0000,ONLINE,04/17/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/467.jpg,None Identified,591a10a420eacf2d16669c57,POINT (-97.7332458 30.3522167)
469, BURNET RD / RUTLAND DR,TURNED_ON,2/4/2021,Advidia,LOC16-002260,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,10000, BURNET RD,,2401, RUTLAND DR,,5159209,09/19/2021 06:17:00 PM +0000,ONLINE,02/05/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/469.jpg,None Identified,591a10a420eacf2d16669c5b,POINT (-97.7240753 30.3834267)
470, BURNET RD / KRAMER LN,TURNED_ON,7/3/2019,Advidia,LOC16-002275,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,10800, BURNET RD,,2625, KRAMER LN,,5159550,09/19/2021 06:17:00 PM +0000,ONLINE,07/14/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/470.jpg,None Identified,591a10a420eacf2d16669c5d,POINT (-97.7203979 30.3952026)
471, BURNET RD / GAULT LN,TURNED_ON,8/26/2019,Advidia,LOC16-002245,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,11700, BURNET RD,,2901, GAULT LN,,5160013,09/19/2021 06:17:00 PM +0000,ONLINE,05/27/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/471.jpg,None Identified,591a10a420eacf2d16669c5f,POINT (-97.7160492 30.4049339)
472, BURNET RD / ESPERANZA XING,DESIRED,,,LOC16-004290,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,11100, BURNET RD,,2901, ESPERANZA XING,,5159662,09/19/2021 06:17:00 PM +0000,NO COMMUNICATION,11/18/2017 11:26:00 PM +0000,,https://cctv.austinmobility.io/image/472.jpg,None Identified,591a10a420eacf2d16669c61,POINT (-97.7193222 30.3983212)
473, METRIC BLVD / RUNDBERG LN,TURNED_ON,3/15/2018,Advidia,LOC16-003590,,NORTHWEST,4,AUSTIN FULL PURPOSE,ROADWAY,,,9310, METRIC BLVD,,2101, RUNDBERG LN,,5159686,09/19/2021 06:17:00 PM +0000,OFFLINE,11/01/2020 09:30:00 AM +0000,,https://cctv.austinmobility.io/image/473.jpg,1/4 Cent,591a10a420eacf2d16669c63,POINT (-97.7197266 30.3751812)
474, RUNDBERG LN / PARKFIELD DR,TURNED_ON,3/14/2018,Advidia,LOC16-002355,,NORTHWEST,4,AUSTIN FULL PURPOSE,ROADWAY,,,1200, RUNDBERG LN,,9300, PARKFIELD DR,,5161164,09/19/2021 06:17:00 PM +0000,ONLINE,02/20/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/474.jpg,1/4 Cent,591a10a420eacf2d16669c65,POINT (-97.7062454 30.3674049)
475, RUNDBERG LN / COLLINFIELD DR,TURNED_ON,6/8/2018,Advidia,LOC16-002415,,NORTHWEST,4,AUSTIN FULL PURPOSE,ROADWAY,,,1000, RUNDBERG LN,,9200, COLLINFIELD DR,,5161615,09/19/2021 06:17:00 PM +0000,ONLINE,02/20/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/475.jpg,1/4 Cent,591a10a420eacf2d16669c67,POINT (-97.7016525 30.3653278)
476, RUNDBERG LN / GEORGIAN DR,TURNED_ON,5/31/2018,Advidia,LOC16-002410,,NORTHEAST,4,AUSTIN FULL PURPOSE,ROADWAY,,,100, RUNDBERG LN,,9100, GEORGIAN DR,,5162565,09/19/2021 06:17:00 PM +0000,ONLINE,04/01/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/476.jpg,1/4 Cent,591a10a420eacf2d16669c69,POINT (-97.6934052 30.3608303)
477, RUNDBERG LN / NORTH PLZ,TURNED_ON,6/8/2018,Advidia,LOC16-002345,,NORTHEAST,4,AUSTIN FULL PURPOSE,ROADWAY,,,832, RUNDBERG LN,,8800, NORTH PLZ,,5163613,09/19/2021 06:17:00 PM +0000,ONLINE,04/01/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/477.jpg,1/4 Cent,591a10a420eacf2d16669c6b,POINT (-97.6843338 30.3559647)
478,FM 2222 RD / PARK CENTRE ,TURNED_ON,1/24/2018,Advidia,LOC16-004495,,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,8502,FM 2222 RD,,, PARK CENTRE ,,5148919,09/19/2021 06:17:00 PM +0000,ONLINE,02/23/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/478.jpg,1/4 Cent,591a10a420eacf2d16669c6d,POINT (-97.813118 30.3822517)
479,FM 2222 RD / BELL MOUNTAIN DR,TURNED_ON,1/24/2018,Advidia,LOC16-004240,,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,7706,FM 2222 RD,,7751, BELL MOUNTAIN DR,,5149559,09/19/2021 06:17:00 PM +0000,ONLINE,02/18/2021 09:36:00 AM +0000,,https://cctv.austinmobility.io/image/479.jpg,1/4 Cent,591a10a420eacf2d16669c6f,POINT (-97.8054581 30.3771896)
480,FM 2222 RD / JESTER BLVD,TURNED_ON,3/9/2018,Advidia,LOC16-003395,,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,7200,FM 2222 RD,,6501, JESTER BLVD,,5149888,09/19/2021 06:17:00 PM +0000,ONLINE,02/18/2021 09:36:00 AM +0000,,https://cctv.austinmobility.io/image/480.jpg,1/4 Cent,591a10a420eacf2d16669c71,POINT (-97.8019943 30.3694973)
482,FM 2222 RD / MESA DR,TURNED_ON,7/8/2017,Spectra Enhanced,LOC16-004600,,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,4014,FM 2222 RD,,5700, MESA DR,,5153101,09/19/2021 06:17:00 PM +0000,ONLINE,08/06/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/482.jpg,1/4 Cent,591a10a420eacf2d16669c75,POINT (-97.7696381 30.3413143)
483,FM 2222 RD / DRY CREEK DR,TURNED_ON,7/6/2017,Spectra Enhanced,LOC16-004700,,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,3600,FM 2222 RD,,3801, DRY CREEK DR,,5153910,09/19/2021 06:17:00 PM +0000,ONLINE,08/31/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/483.jpg,1/4 Cent,591a10a420eacf2d16669c77,POINT (-97.7629929 30.342556)
